Saint Columban’s College,,Dr. Yanga’s Colleges,De La Salle – Lipa,St. Mary’s College of Marinduque,Mabini Colleges,Iloilo State College of Fisheries-Main,Negros College,Western Leyte College of Ormoc City,Western Mindanao State University-Pagadian,University of Science and Technology in Southern Philippines-Cagayan de Oro,"Sto. Tomas College of Agriculture, Sciences and",Sultan Kudarat State University,,Mary the Queen College of Quezon City,,Pacasum College
Saint Louis College-City of San Fernando,,Eduardo L. Joson Memorial College,De La Salle University-Dasmariñas,Western Philippines University,Masbate Colleges,Iloilo State College of Fisheries-San Enrique,Negros Oriental State University -Bais Ii,,Western Mindanao State University-Siay,University of Science and Technology in Southern Philippines-Oroquieta,Tagum City College of Science and Technology,Sultan Kudarat State University-Bagumbayan,,Metro Manila College,,Parang Foundation College
"Saint Mary’s College Sta. Maria, Ilocos Sur",,Exact Colleges of Asia,De La Salle-College of Saint Benilde-Antipolo,Western Philippines University-El Nido,Naga College Foundation,John B. Lacson Colleges Foundation-Bacolod,Negros Oriental State University-Bayawan,,Western Mindanao State University-Tungawan,University of Science and Technology in Southern Philippines-Panaon,The Rizal Memorial Colleges,Sultan Kudarat State University-Isulan,,Miriam College,,Philippine Engineering And Agro-Industrial College
Saint Paul College of Ilocos Sur,,Fernandez College of Arts and Technology,Deaf Evangelistic Alliance Foundation,Western Philippines University-Puerto Princesa,Naga View Adventist College,Kabankalan Catholic College,Negros Oriental State University-Guihulngan,,Yllana Bay View College,Valencia Colleges-Bukidnon,UM Digos College,Sultan Kudarat State University-Kalamansig,,National Christian Life College,,Philippine Last Frontier College
San Carlos College,,First City Providential College,DMMC Institute of Health Sciences,Western Philippines University-Quezon,Northills College of Asia,La Carlota City College,Negros Oriental State University-Mabinay Institute of,,Zamboanga del Sur Provincial Government College,Xavier University (Ateneo de Cagayan),UM Panabo College,Sultan Kudarat State University-Lutayan,,National College of Business and Arts-Cubao,,Philippine Muslim Teachers’ College
Señor Tesoro College,,Fundamental Baptist College For Asians,Dominican College of Sta. Rosa,,Oas Community College,La Consolacion College-Bacolod,Negros Oriental State University-Main Campus,,Zamboanga del Sur Provincial Government College –,,UM Peñaplata College,Sultan Kudarat State University-Palimbang,,National College of Business and Arts-Fairview,,Regional Madrasah Graduate Academy
South Ilocandia College of Arts and Technology,,General De Jesus College,Don Bosco College-Canlubang,,Osmeña Colleges,La Consolacion College-Daet,Negros Oriental State University-Siaton Community,,Zamboanga Peninsula Polytechnic State University,,UM Tagum College,University of Southern Mindanao-Kidapawan City,,National Polytechnic College of Science and Technology,,Saffrullah M. Dipatuan Foundation Academy
St. Camillus College of Manaoag Foundation,,Gerona Junior College,Dr. Francisco L. Calingasan Memorial Colleges,,Our Lady of Lourdes College Foundation,La Consolacion College-Isabela,Northeastern Cebu Colleges,,Zamboanga State College of Marine Sciences and Technology,,University of Mindanao,University of Southern Mindanao-Main,,National University,,SAL Foundation College
The Adelphi College,,Golden Valley Colleges,East Systems College of Rizal,,Our Lady of Salvation College,Luis H. Dilanco Sr. Foundation College,Northern Cebu College,,ZAMSULA Everlasting College,,University of Southeastern Philippines-Main,Villamor College of Business and Arts,,Navotas Polytechnic College,,Shariff Kabunsuan College
The Great Plebeian College,,Gordon College,Eastern Quezon College,,Partido College,Mount Carmel College,Presbyterian Theological College,,,,University of Southeastern Philippines-Mintal,VMC Asian College Foundation,,New England College,,Shariff Kabunsuan College (Annex)
Union Christian College,,Guagua National Colleges,Emilio Aguinaldo Educational Corporation-Emilio,,Partido State University-Caramoan Campus,Northern Iloilo State University-Ajuy,Professional Academy of the Philippines,,,,University of Southeastern Philippines-Tagum,VMC Asian College of President Quirino,,New Era University,,South Upi College
University of Eastern Pangasinan,,Holy Angel University,Eulogio “Amang” Rodriguez Institute of Science and,,Partido State University-Main,Northern Iloilo State University-Barotac Viejo,Quezon Memorial Institute of Siquijor,,,,University of the Immaculate Conception,West Celebes College of Technology,,Olivarez College,,Southwestern Mindanao Islamic Institute
University of Luzon,,Holy Cross College-Nueva Ecija,Far Eastern College-Silang,,Partido State University-Sagñay Campus,Northern Iloilo State University-Batad,Rizwoods Colleges,,,,,,,Our Lady of Fatima University-Quezon City,,SPA College
University of Northern Philippines,,Holy Cross College-Pampanga,Far Eastern Polytechnic College,,Partido State University-Tinambac Campus,Northern Iloilo State University-Concepcion,Rosemont Hills Montessori College,,,,,,,Our Lady of Fatima University-Valenzuela,,St. Benedict College of Maguindanao
University of Pangasinan-Dagupan,,Holy Rosary Colleges Foundation of Calaba Sanisidro,FCD Central Institute,,Perpetual Help Paramedical School,"Northern Iloilo State University-Estancia, Iloilo",Royal Christian College,,,,,,,Our Lady of Lourdes College,,STI College-Cotabato
Urdaneta City University-Main,,Immaculate Conception I-College of Arts and,First Asia Institute of Technology and Humanities,,Pili Capital College,Northern Iloilo State University-Lemery,Saint Francis College-Guihulngan,,,,,,,Our Lady of Lourdes Technological College,,Sultan Kudarat Islamic Academy Foundation College
Virgen Milagrosa University Foundation,,Interworld Colleges Foundation – Paniqui,Golden Gate Colleges,,PLT College of Guinobatan,Northwestern Visayan Colleges,Saint Joseph College of Canlaon,,,,,,,Our Lady of Perpetual Succor College,,Sulu College of Technology
,,Javier E. Garde Essential Colleges,Grain of Wheat College,,Polangui Community College,Passi City College,Saint Louis College -Cebu,,,,,,,Pacific InterContinental College,,Sulu State College
,,Jesus Is Lord Colleges Foundation,Granby Colleges of Science & Technology,,Polytechnic Institute of Tabaco,Philippine Normal University-Cadiz,Saint Louise de Marillac College-Bogo,,,,,,,Pamantasan ng Lungsod ng Marikina,,Tamparan Populace Islamic College
,,Jose C. Feliciano College Foundation,Guinayangan College Foundation,,Polytechnic University of the Philippines-Ragay,Polangui Community College,Saint Paul College Foundation,,,,,,,Pamantasan ng Lungsod ng Maynila,,Universal College Foundation of Southeast Asia and the Pacific
,,Kinect Academy,Harris Memorial College,,R.G. de Castro Colleges,Silay Institute,Saint Theresa’s College of Cebu,,,,,,,Pamantasan ng Lungsod ng Muntinlupa,,University of Southern Mindanao – Buluan
,,Kolehiyo ng Subic,Holy Child Jesus College,,Rapu-Rapu Community College,Southland College of Kabankalan City,Salazar Colleges of Science And Institute of Technology,,,,,,,Pamantasan ng Lungsod ng Pasig,,Upi Agricultural School-Provincial Technical Institute of Agriculture
,,La Concepcion College,ICCT Colleges Foundation,,Republic Colleges of Guinobatan,St. Paul University of Iloilo,Salazar Colleges of Science And Institute of Technology-,,,,,,,Pamantasan Ng Lungsod Ng Valenzuela,,
,,La Consolacion University Philippines,ICT-ED Institute of Science and Technology,,San Jose Community College,State University of Northern Negros (formerly Northern Negros State College of Science and Technology),Silliman University,,,,,,,Pasig Catholic College,,
,,Liceo de Pulilan Colleges,IETI College of Science and Technology,,Shepherdville College,STI West Negros University,Siquijor State College,,,,,,,Philippine Christian University,,
,,Limay Polytechnic College,Immaculate Conception College-Balayan,,Siena College-Tigaon,Tañon College,Southwestern University,,,,,,,Philippine College of Health Sciences,,
,,Lourdes College of Bulacan,Imus Institute of Science and Technology,,Solis Institute of Technology,University of Antique – Hamtic,St. Catherine’S College,,,,,,,Philippine Cultural College,,
,,Mabalacat City College,International Electronics and Technical Institute,,Sorsogon State University-Bulan Campus,University of Antique – Main,St. Cecilia’s College – Cebu,,,,,,,Philippine Normal University-Main,,
,,Magsaysay Memorial College of Zambales,International Peace Leadership College,,Sorsogon State University-Magallanes Campus,University of Antique-Tibiao,St. Paul University Dumaguete,,,,,,,Polytechnic University of the Philippines-Main,,
,,Manuel V. Gallego Foundation Colleges,Jesus Reigns Christian College Foundation-Amadeo,,Sorsogon State University-Main,University of Iloilo,Sto. Tomas College-Danao City,,,,,,,Polytechnic University of the Philippines-Quezon City,,
,,Marian College of Baliuag,Kolehiyo ng Lungsod ng Lipa,,Southern Bicol Colleges,University of Negros Occidental-Recoletos,Talisay City College,,,,,,,Polytechnic University of the Philippines-San Juan,,
,,Mary the Queen College-Pampanga,Kurios Christian Colleges Foundation,,Southern Luzon Institute,University of Saint Anthony,Trade-Tech International Science Institute,,,,,,,Polytechnic University of the Philippines-Taguig,,
,,Mater Dei Academy – Sta. Maria,La Consolacion College-Biñan,,Southern Luzon Technological College Foundation-,University of Saint La Salle,Trinidad Municipal College,,,,,,,Regis Marie College,,
,,Mater Redemptoris College of San Jose City,La Consolacion College-Tanauan,,Southern Luzon Technological College Foundation-,University of San Agustin,University of Bohol,,,,,,,Republican College,,
,,Megabyte College of Science and Technology-Florida,Laguna College,,Southern Luzon Technological College Foundation-Pilar,West Visayas State University-Calinog,University of Cebu,,,,,,,Rizal Technological University,,
,,Meycauayan College,Laguna College of Business and Arts,,Southern Masbate Roosevelt College,West Visayas State University-Himamaylan,University of Cebu-Banilad,,,,,,,Rizal Technological University-Pasig,,
,,Microlink Institute of Science and Technology San,Laguna Northwestern College,,Speed Computer College,West Visayas State University-Janiuay,University of Cebu-Lapulapu and Mandaue,,,,,,,Saint Bernadette College of Alabang,,
,,"MIDWAY COLLEGES, Inc.",Laguna Northwestern College-SLRMC,,SPJ International Technology Institute,West Visayas State University-Lambunao,University of San Carlos,,,,,,,Saint Francis of Assisi College,,
,,Mondriaan Aura College,Laguna Science and Technology College,,St. Louise De Marillac College of Sorsogon,West Visayas State University-Main,University of San Jose-Recoletos,,,,,,,Saint Rita College-Manila,,
,,Mount Carmel College of Casiguran,Laguna State Polytechnic University-Los Baños,,St. Peter Baptist College Foundation,West Visayas State University-Pototan,University of Southern Philippines Foundation,,,,,,,San Beda College-Alabang,,
,,Mount Carmel College-Baler,Laguna State Polytechnic University-Main,,Sta. Elena (Camarines Norte) College,Zamora Memorial College,University of the Visayas,,,,,,,San Beda University,,
,,"Mt.Carmel College of Bocaue, Bulacan",Laguna State Polytechnic University-San Pablo City,,Tabaco College,,University of the Visayas -Gullas College Danao City,,,,,,,Santa Isabel College of Manila,,
,,New Era University-Pampanga,Laguna State Polytechnic University-Sta. Cruz,,The Lewis College,,University of The Visayas-Dalaguete,,,,,,,Siena College,,
,,Northern Zambales College,Laguna University,,Tiwi Community College,,University of The Visayas-Gullas College Minglanilla,,,,,,,Southeast Asian College,,
,,Norzagaray College,Lemery Colleges,,Universidad de Sta. Isabel,,University of the Visayas-Mandaue,,,,,,,Southeastern College,,
,,Nueva Ecija University of Science And Technology-Cabanatuan City,Leon Guinto Memorial College,,University of Northeastern Philippines,,University of the Visayas-Toledo City,,,,,,,Southville International School and Colleges,,
,,Nueva Ecija University of Science And Technology-Carranglan,Lipa City Colleges,,University of Nueva Caceres,,Villaflores College,,,,,,,St. Bernadette of Lourdes College,,
,,Nueva Ecija University of Science And Technology-Gabaldon,LNC Corinthian Center,,University of Saint Anthony,,,,,,,,,St. Chamuel College,,
,,Nueva Ecija University of Science And Technology-Gapan City,Lyceum of the Philippines-Cavite Campus,,University of Santo Tomas-Legazpi,,,,,,,,,St. Clare College of Caloocan,,
,,Nueva Ecija University of Science and Technology-General Tinio,Mabini College of Batangas,,Veritas College of Irosin,,,,,,,,,St. Dominic Savio College,,
,,Nueva Ecija University of Science And Technology-San Antonio,Manuel S. Enverga Institute Foundation-San Antonio,,West Coast College,,,,,,,,,St. Francis Divine College,,
,,Nueva Ecija University of Science And Technology-San Isidro,Manuel S. Enverga University Foundation-Candelaria,,Zamora Memorial College,,,,,,,,,St. John of Beverly School,,
,,Nueva Ecija University of Science And Technology-San Leonardo,Manuel S. Enverga University Foundation-Catanauan,,,,,,,,,,,St. Joseph’s College of Quezon City,,
,,Nueva Ecija University of Science And Technology-Talavera,Manuel S. Enverga University Foundation-Lucena,,,,,,,,,,,St. Jude College,,
,,OLRA College Foundation,Marcelino Fule Memorial College,,,,,,,,,,,St. Mary’s College,,
,,Osias Colleges,Maryhill College,,,,,,,,,,,St. Paul University-Manila,,
,,Our Lady of Fatima University-Pampanga,Mind and Integrity College,,,,,,,,,,,St. Paul University-Quezon City,,
,,Our Lady of Sacred Heart College of Guimba,National College of Business and Arts-Taytay,,,,,,,,,,,St. Scholastica’s College,,
,,Pambayang Dalubhasaan ng Marilao,National College of Science and Technology,,,,,,,,,,,St. Vincent de Ferrer College of Camarin,,
,,Pampanga Colleges,Northern Quezon College,,,,,,,,,,,Sta. Catalina College,,
,,Pampanga State Agricultural University,NTC Education-Batangas,,,,,,,,,,,Technological Institute of the Philippines-Quezon City,,
,,Polytechnic College of Botolan,Olinsterg College,,,,,,,,,,,Technological University of the Philippines-Manila,,
,,Polytechnic College of the City of Meycauayan,Olivarez College-Tagaytay,,,,,,,,,,,Technological University of the Philippines-Taguig,,
,,Polytechnic University of The Philippines-Cabiao,One Cainta College,,,,,,,,,,,The Fisher Valley College,,
,,Polytechnic University of The Philippines-Mariveles,Our Lady of Assumption College of Laguna,,,,,,,,,,,The National Teachers College,,
,,Polytechnic University of The Philippines-Sta. Maria,Our Lady of Fatima University-Antipolo,,,,,,,,,,,The Philippine Women’s University-Manila,,
,,President Ramon Magsaysay State University,Oxfordian Colleges,,,,,,,,,,,The University of Manila,,
,,President Ramon Magsaysay State University-Botolan,Paete Science and Business College,,,,,,,,,,,Trinity University of Asia,,
,,President Ramon Magsaysay State University-Castillejos,Pamantasan ng Cabuyao,,,,,,,,,,,United Christian Academy College of Asia,,
,,President Ramon Magsaysay State University-Masinloc,Pambayang Kolehiyo ng Mauban,,,,,,,,,,,Universal Colleges of Parañaque,,
,,President Ramon Magsaysay State University-San Marcelino,Philippine Best Training Systems Colleges,,,,,,,,,,,Universidad de Manila,,
,,President Ramon Magsaysay State University-Sta. Cruz,Philippine International College,,,,,,,,,,,University of Asia and the Pacific,,
,,RCC Colegio de San Rafael,Philippine Normal University-Lopez,,,,,,,,,,,University of Caloocan City,,
,,Republic Central Colleges,Philippine Women’s University-Career Development,,,,,,,,,,,University of Makati,,
,,Richwell Colleges,PIMSAT Colleges,,,,,,,,,,,University of Perpetual Help System Dalta,,
,,Saint Anthony College of Technology,Polytechnic University of the Philippines-Alfonso,,,,,,,,,,,University of Santo Tomas,,
,,Saint Augustine Colleges Foundation,Polytechnic University of the Philippines-Biñan,,,,,,,,,,,University of the East-Manila,,
,,Saint Mary’s Angels College of Pampanga,Polytechnic University of the Philippines-Calauan,,,,,,,,,,,University of the Philippines-Diliman,,
,,Saint Mary’s College of Baliuag,"Polytechnic University of the Philippines-General Luna,",,,,,,,,,,,Valenzuela City Polytechnic College,,
,,Saint Mary’s College of Meycauayan,Polytechnic University of the Philippines-Lopez,,,,,,,,,,,Villagers Montessori College,,
,,Saint Rose College Educational Foundation,Polytechnic University of the Philippines-Maragondon,,,,,,,,,,,WCC Aeronautical & Technological College-North Manila,,
,,San Jose Christian Colleges,Polytechnic University of the Philippines-Mulanay,,,,,,,,,,,,,
,,Santa Rita College of Pampanga,Polytechnic University of the Philippines-San Pedro,,,,,,,,,,,,,
,,Sienna College of San Jose,Polytechnic University of the Philippines-Sta. Rosa,,,,,,,,,,,,,
,,SJDM Cornerstone College,Polytechnic University of the Philippines-Sto. Tomas,,,,,,,,,,,,,
,,St. Benilde Center for Global Competence,Polytechnic University of the Philippines-Unisan,,,,,,,,,,,,,
,,St. Joseph College-Olongapo,PTS College and Advanced Studies,,,,,,,,,,,,,
,,St. Joseph’s College of Balanga City,Quezonian Educational College,,,,,,,,,,,,,
,,"St. Paul Colleges Foundation-Paniqui, Tarlac",Red Link Institute of Science & Technology,,,,,,,,,,,,,
,,St. Paul University at San Miguel,Renaissance School of Science and Technology,,,,,,,,,,,,,
,,STI College-Balagtas,Rizal College of Laguna,,,,,,,,,,,,,
,,Sto. Rosario Sapang Palay College,Rizal College of Taal,,,,,,,,,,,,,
,,Subic Bay Colleges,Rogationist College,,,,,,,,,,,,,
,,Systems Plus College Foundation,Roosevelt College-Cainta,,,,,,,,,,,,,
,,Tarlac Agricultural University,Sacred Heart College,,,,,,,,,,,,,
,,Tarlac Christian Colleges,Saint Francis of Assisi College-Cavite,,,,,,,,,,,,,
,,Tarlac State University,Saint John Colleges,,,,,,,,,,,,,
,,The Good Samaritan Colleges,Saint Michael’s College of Laguna,,,,,,,,,,,,,
,,Tomas Del Rosario College,Saint Peter’s School (Calauag),,,,,,,,,,,,,
,,United School of Science and Technology Colleges,Saints John and Paul Educational Foundation,,,,,,,,,,,,,
,,University of the Assumption,San Ildefonso College,,,,,,,,,,,,,
,,Village Montessori School and Colleges,San Mateo Municipal College,,,,,,,,,,,,,
,,Wesleyan University-Philippines (Cabanatuan),San Pablo Colleges,,,,,,,,,,,,,
,,Wesleyan University-Philippines-Aurora,San Pedro College of Business Administration,,,,,,,,,,,,,
,,"World Citi Colleges, Guimba Campus",Siena College of Taytay,,,,,,,,,,,,,
,,,Skill Power Institute,,,,,,,,,,,,,
,,,"Southdale International School of Science, Arts and",,,,,,,,,,,,,
,,,Southern Luzon State University,,,,,,,,,,,,,
,,,Southern Luzon State University-Catanauan,,,,,,,,,,,,,
,,,Southern Luzon State University-Gumaca Campus,,,,,,,,,,,,,
,,,Southern Luzon State University-Infanta,,,,,,,,,,,,,
,,,Southern Luzon State University-Lucena,,,,,,,,,,,,,
,,,Southern Luzon State University-Polilio,,,,,,,,,,,,,
,,,Southern Luzon State University-Tagkawayan,,,,,,,,,,,,,
,,,Southern Luzon State University-Tiaong Campus,,,,,,,,,,,,,
,,,Southern Philippines Institute of Science and,,,,,,,,,,,,,
,,,St. Anne College Lucena,,,,,,,,,,,,,
,,,St. Bridget College,,,,,,,,,,,,,
,,,St. Dominic College of Asia,,,,,,,,,,,,,
,,,St. Ignatius Technical Institute of Business and Arts-Cabuyao,,,,,,,,,,,,,
,,,St. Ignatius Technical Institute of Business and Arts-Sta.Rosa,,,,,,,,,,,,,
,,,St. John Bosco College of Tayabas,,,,,,,,,,,,,
,,,St. Joseph College of Cavite,,,,,,,,,,,,,
,,,St. Joseph’s College of Rodriguez,,,,,,,,,,,,,
,,,St. Jude College-Dasmariñas,,,,,,,,,,,,,
,,,"St. Louis Anne Colleges of San Pedro, Laguna",,,,,,,,,,,,,
,,,St. Matthew College,,,,,,,,,,,,,
,,,St. Vincent College of Cabuyao,,,,,,,,,,,,,
,,,Sta. Teresa College,,,,,,,,,,,,,
,,,Sumulong College of Arts and Sciences,,,,,,,,,,,,,
,,,Tanauan City College,,,,,,,,,,,,,
,,,Tanauan Institute,,,,,,,,,,,,,
,,,Tayabas Western Academy,,,,,,,,,,,,,
,,,Technological University of the Philippines-Cavite,,,,,,,,,,,,,
,,,Teodoro M. Luansing College of Rosario,,,,,,,,,,,,,
,,,The Bearer of Light and Wisdom Colleges,,,,,,,,,,,,,
,,,Tomas Claudio Colleges,,,,,,,,,,,,,
,,,Trace College,,,,,,,,,,,,,
,,,Trece Martires City College,,,,,,,,,,,,,
,,,Trimex Colleges,,,,,,,,,,,,,
,,,Unida Christian Colleges,,,,,,,,,,,,,
,,,Union College of Laguna,,,,,,,,,,,,,
,,,University of Batangas,,,,,,,,,,,,,
,,,University of Batangas-Lipa,,,,,,,,,,,,,
,,,University of Perpetual Help System Dalta-Calamba,,,,,,,,,,,,,
,,,University of Perpetual Help System Dalta-Molino,,,,,,,,,,,,,
,,,University of Perpetual Help System-GMA Campus,,,,,,,,,,,,,
,,,University of Perpetual Help System-Laguna,,,,,,,,,,,,,
,,,University of Rizal System-Angono,,,,,,,,,,,,,
,,,University of Rizal System-Antipolo,,,,,,,,,,,,,
,,,University of Rizal System-Cainta,,,,,,,,,,,,,
,,,University of Rizal System-Morong,,,,,,,,,,,,,
,,,University of Rizal System-Pililia,,,,,,,,,,,,,
,,,University of Rizal System-Rodriguez,,,,,,,,,,,,,
,,,University of Rizal System-Tanay,,,,,,,,,,,,,
,,,University of Rizal System-Taytay,,,,,,,,,,,,,
,,,Victory Elijah Christian College,,,,,,,,,,,,,
,,,Westbridge Institute of Technology,,,,,,,,,,,,,
,,,Western Colleges,,,,,,,,,,,,,
,,,Westmead International School,,,,,,,,,,,,,
